,date_of_event,age,citizenship,event_location,event_location_district,event_location_region,gender,type_of_injury,ammunition,killed_by,datetime
5368,2009-01-04,19.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5369,2009-01-04,28.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5370,2009-01-04,21.0,Palestinian,al-Mughraqa (Abu Midein),Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5371,2009-01-04,17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5372,2009-01-04,12.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5373,2009-01-04,19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5374,2009-01-04,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-04
5375,2009-01-04,55.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-04
5376,2009-01-04,36.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-04
5378,2009-01-04,15.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5379,2009-01-04,21.0,Palestinian,Qalqiliyah,Qalqiliya,West Bank,M,gunfire,,Israeli security forces,2009-01-04
5380,2009-01-04,41.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,flechette shells,Israeli security forces,2009-01-04
5381,2009-01-04,15.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,flechette shells,Israeli security forces,2009-01-04
5382,2009-01-04,44.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5383,2009-01-04,16.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5384,2009-01-04,14.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5385,2009-01-04,20.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5386,2009-01-04,19.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5387,2009-01-04,8.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2009-01-04
5388,2009-01-04,40.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,F,gunfire,live ammunition,Israeli security forces,2009-01-04
5389,2009-01-04,51.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5390,2009-01-04,35.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-04
5391,2009-01-04,2.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-04
5392,2009-01-04,23.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-04
5393,2009-01-04,23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5394,2009-01-04,20.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-04
5397,2009-01-04,16.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-04
5398,2009-01-04,12.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5399,2009-01-04,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5400,2009-01-04,40.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2009-01-04
5403,2009-01-04,42.0,Palestinian,Netzarim,Deir al-Balah,Gaza Strip,F,gunfire,,Israeli security forces,2009-01-04
5404,2009-01-04,7.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5406,2009-01-04,18.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5407,2009-01-04,17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5408,2009-01-04,23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5409,2009-01-04,20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5410,2009-01-04,23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5411,2009-01-04,25.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-04
5412,2009-01-04,16.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-04
5413,2009-01-04,2.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-04
5414,2009-01-04,25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5415,2009-01-04,11.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5418,2009-01-04,15.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5419,2009-01-04,22.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5420,2009-01-04,25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5421,2009-01-04,19.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5422,2009-01-04,20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5424,2009-01-04,28.0,Palestinian,a-Shati' R.C.,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5425,2009-01-04,26.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5430,2009-01-04,8.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2009-01-04
5431,2009-01-04,21.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5432,2009-01-04,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5433,2009-01-04,22.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5434,2009-01-04,23.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5435,2009-01-04,25.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5436,2009-01-04,13.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-04
5437,2009-01-04,12.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-04
5438,2009-01-04,10.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-04
5441,2009-01-04,19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5442,2009-01-04,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5443,2009-01-04,59.0,Palestinian,al-Mughraqa (Abu Midein),Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2009-01-04
5444,2009-01-04,15.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2009-01-04
5445,2009-01-04,20.0,Palestinian,a-Shati' R.C.,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5447,2009-01-03,17.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5448,2009-01-03,28.0,Palestinian,a-Sater R.C.,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5449,2009-01-03,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2009-01-03
5450,2009-01-03,15.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5451,2009-01-03,6.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5452,2009-01-03,11.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5453,2009-01-03,27.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5454,2009-01-03,20.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5455,2009-01-03,12.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-03
5456,2009-01-03,36.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2009-01-03
5457,2009-01-03,15.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-03
5458,2009-01-03,23.0,Palestinian,al-'Atatrah,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5459,2009-01-03,36.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5460,2009-01-03,75.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-03
5461,2009-01-03,45.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-03
5462,2009-01-03,36.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5463,2009-01-03,25.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5464,2009-01-03,17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2009-01-03
5465,2009-01-03,26.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2009-01-03
5466,2009-01-03,15.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5467,2009-01-03,35.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5468,2009-01-03,22.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5469,2009-01-03,19.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5470,2009-01-03,34.0,Palestinian,al-'Atatrah,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5471,2009-01-03,17.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5472,2009-01-03,47.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5473,2009-01-03,17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5474,2009-01-03,43.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5475,2009-01-03,26.0,Palestinian,Jabalya,North Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-03
5476,2009-01-03,4.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5477,2009-01-03,11.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5478,2009-01-03,17.0,Palestinian,Jabalya,North Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-03
5479,2009-01-03,6.0,Palestinian,Jabalya,North Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-03
5480,2009-01-03,24.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5481,2009-01-03,24.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5482,2009-01-03,46.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5483,2009-01-03,20.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5484,2009-01-03,44.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5485,2009-01-03,24.0,Palestinian,a-Sater R.C.,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-03
5486,2009-01-02,13.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-02
5487,2009-01-02,48.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-02
5488,2009-01-02,8.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-02
5489,2009-01-02,11.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-02
5490,2009-01-02,29.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-02
5491,2009-01-02,24.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-02
5492,2009-01-02,27.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-02
5493,2009-01-02,30.0,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-02
5494,2009-01-02,15.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-02
5495,2009-01-02,19.0,Palestinian,Juhor a-Dik,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-02
5496,2009-01-02,11.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-02
5497,2009-01-01,25.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,shelling,,Israeli security forces,2009-01-01
5498,2009-01-01,40.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,shelling,,Israeli security forces,2009-01-01
5499,2009-01-01,45.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,shelling,,Israeli security forces,2009-01-01
5500,2009-01-01,45.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,shelling,,Israeli security forces,2009-01-01
5501,2009-01-01,4.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,shelling,,Israeli security forces,2009-01-01
5502,2009-01-01,1.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,shelling,,Israeli security forces,2009-01-01
5503,2009-01-01,2.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,shelling,,Israeli security forces,2009-01-01
5504,2009-01-01,16.0,Palestinian,a-Zawaydah,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-01
5505,2009-01-01,50.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,shelling,,Israeli security forces,2009-01-01
5506,2009-01-01,15.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-01
5507,2009-01-01,17.0,Palestinian,a-Zawaydah,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-01
5508,2009-01-01,42.0,Palestinian,Jabalya,North Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-01
5509,2009-01-01,49.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-01
5510,2009-01-01,24.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-01
5511,2009-01-01,4.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,shelling,,Israeli security forces,2009-01-01
5512,2009-01-01,2.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-01
5513,2009-01-01,27.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-01
5514,2009-01-01,22.0,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-01
5515,2009-01-01,2.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,shelling,,Israeli security forces,2009-01-01
5516,2009-01-01,9.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,shelling,,Israeli security forces,2009-01-01
5517,2009-01-01,11.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,shelling,,Israeli security forces,2009-01-01
5518,2009-01-01,11.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,shelling,,Israeli security forces,2009-01-01
5519,2009-01-01,8.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,shelling,,Israeli security forces,2009-01-01
5520,2009-01-01,16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,bomb,Israeli security forces,2009-01-01
5521,2009-01-01,5.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,shelling,,Israeli security forces,2009-01-01
5522,2008-12-31,34.0,Palestinian,a-Shaburah (R.C),Rafah,Gaza Strip,F,gunfire,missile,Israeli security forces,2008-12-31
5523,2008-12-31,17.0,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-31
5524,2008-12-31,21.0,Palestinian,a-Shaburah (R.C),Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-31
5525,2008-12-31,70.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-31
5526,2008-12-31,20.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2008-12-31
5527,2008-12-31,51.0,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-31
5528,2008-12-31,24.0,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-31
5529,2008-12-31,19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-31
5530,2008-12-31,33.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-31
5531,2008-12-31,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-31
5532,2008-12-31,63.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2008-12-31
5533,2008-12-31,25.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-31
5534,2008-12-30,42.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-30
5535,2008-12-30,40.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-30
5536,2008-12-30,68.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-30
5537,2008-12-30,4.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2008-12-30
5538,2008-12-30,9.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-30
5539,2008-12-30,12.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2008-12-30
5540,2008-12-30,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-30
5541,2008-12-30,20.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,shelling,,Israeli security forces,2008-12-30
5542,2008-12-30,7.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,shelling,,Israeli security forces,2008-12-30
5543,2008-12-30,31.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2008-12-30
5544,2008-12-29,20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-29
5545,2008-12-29,31.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-29
5546,2008-12-29,47.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-29
5547,2008-12-29,23.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,shelling,,Israeli security forces,2008-12-29
5548,2008-12-29,6.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-29
5549,2008-12-29,31.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-29
5550,2008-12-29,20.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-29
5552,2008-12-29,13.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-29
5553,2008-12-29,4.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2008-12-29
5554,2008-12-29,17.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2008-12-29
5555,2008-12-29,7.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2008-12-29
5556,2008-12-29,12.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2008-12-29
5557,2008-12-29,14.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2008-12-29
5558,2008-12-29,14.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-29
5559,2008-12-29,16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-29
5560,2008-12-29,16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-29
5561,2008-12-29,17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-29
5562,2008-12-29,18.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-29
5563,2008-12-29,17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2008-12-29
